Tenure_Months,Monthly_GB_Used,Customer_Service_Calls,Contract_Type,Monthly_Bill,Churn
17,412,4,Yearly,104.87118935772232,1
26,45,3,Yearly,41.094969306701934,0
8,294,1,Yearly,81.42779986445491,0
29,197,4,Yearly,75.00190791394017,1
26,91,0,Yearly,50.175381041129455,0
10,11,6,Monthly,26.860611139635115,1
26,394,2,Yearly,115.00907765120849,0
34,312,5,Monthly,93.83073450199434,1
51,206,4,Yearly,90.38686567630413,1
41,413,4,Monthly,128.80566365765625,1
7,20,2,Yearly,35.67067496744434,0
4,243,4,Yearly,59.8831633793132,1
58,395,0,Monthly,127.08549171442392,0
53,204,0,Monthly,77.47449712823206,0
50,480,2,Yearly,128.82468155113588,0
45,128,5,Yearly,68.82046523803739,1
11,405,3,Yearly,104.5042410357482,0
29,29,1,Yearly,41.79925475885373,0
56,270,3,Yearly,104.43063845043658,0
36,302,4,Monthly,104.6394797905396,1
25,431,1,Monthly,118.9696021265289,0
21,265,7,Yearly,98.11677808659545,1
57,231,2,Monthly,96.23204927492608,0
36,402,2,Monthly,127.61239522283606,0
10,235,5,Monthly,60.33581099737876,1
37,62,1,Yearly,57.64869764775312,0
9,437,0,Monthly,110.9961975510222,0
24,364,1,Yearly,95.05826370286364,0
35,351,4,Monthly,109.8027255461406,1
49,373,0,Yearly,117.58522231007842,0
35,289,6,Monthly,98.20026624224072,1
48,90,6,Yearly,67.05538228775539,1
36,211,7,Yearly,72.75424941619202,1
18,167,6,Monthly,67.47459491227579,1
49,129,2,Yearly,70.33239742110358,0
39,68,1,Yearly,59.86420587346636,0
32,224,6,Yearly,79.77425885501067,1
24,137,3,Yearly,57.0479555373429,0
23,233,5,Yearly,78.23527020344476,1
32,218,3,Yearly,80.10930353189926,0
37,379,6,Yearly,110.98607599254132,1
12,124,7,Yearly,48.31847634522358,1
49,218,5,Monthly,81.96562232743105,1
55,23,4,Monthly,49.92677455104903,1
13,18,3,Yearly,33.481550299987894,0
23,49,7,Yearly,40.61322913046928,1
25,459,1,Monthly,129.34532648023665,0
35,246,1,Monthly,85.77285266173463,0
41,290,3,Monthly,91.34241001138344,0
30,368,6,Yearly,111.58637443778292,1
17,210,7,Monthly,67.13188429483299,1
49,255,1,Yearly,94.33316355618231,0
20,287,4,Yearly,93.5878602374206,1
48,244,0,Monthly,86.99564770139244,0
25,13,6,Yearly,35.92371893732193,1
22,163,7,Yearly,63.39740824982104,1
13,451,4,Yearly,120.20462857718552,1
59,38,7,Yearly,61.37576682741012,1
19,118,5,Monthly,54.41919502124446,1
49,107,4,Monthly,64.09812676709801,1
36,224,6,Yearly,85.16686252012981,1
12,302,5,Yearly,93.07827948572282,1
41,84,6,Monthly,57.16355030180149,1
19,335,1,Yearly,95.16371942788489,0
12,155,0,Monthly,58.94085128833995,0
9,137,6,Yearly,52.09363510184807,1
7,350,6,Yearly,86.81145288041101,1
28,51,1,Monthly,45.39665400198741,0
14,365,2,Monthly,93.26618795618118,0
31,50,1,Monthly,47.37240323204223,0
52,431,5,Monthly,128.21428637796714,1
19,43,1,Yearly,38.28437402093173,0
58,26,1,Monthly,56.15296953099619,0
47,174,0,Yearly,90.56951672971786,0
16,162,1,Monthly,64.11374980893461,0
53,495,7,Monthly,152.32399404871168,1
5,387,6,Yearly,109.25873909346964,1
35,85,7,Monthly,56.94627958499722,1
12,96,0,Monthly,46.628449001336,0
25,126,3,Monthly,52.36639445586892,0
52,371,2,Monthly,119.61685033799805,0
59,351,7,Yearly,116.0845613518207,1
21,478,0,Yearly,124.09470574937808,0
36,36,5,Monthly,54.55331688096234,1
53,322,3,Monthly,111.47310754599997,0
23,296,0,Monthly,86.32050211141946,0
16,143,0,Yearly,63.47266727345652,0
57,228,2,Yearly,98.87637738118724,0
39,177,6,Yearly,79.93826746300199,1
45,107,7,Yearly,53.86934898448804,1
53,277,5,Monthly,111.64335478860744,1
42,246,4,Monthly,87.40742628953056,1
58,318,7,Monthly,116.48977386396378,1
39,464,4,Yearly,144.91899895308518,1
14,403,0,Monthly,118.37666374095308,0
31,182,1,Yearly,67.01218937263657,0
58,410,5,Yearly,123.77741331498864,1
5,419,3,Monthly,113.45173299423963,0
35,478,1,Monthly,133.81027905797004,0
23,485,1,Monthly,125.9955927934896,0
29,199,7,Yearly,77.40609273469525,1
43,131,5,Yearly,66.8856021127028,1
11,55,6,Monthly,40.00662068524372,1
18,73,0,Monthly,43.93490903909367,0
47,139,0,Yearly,74.91193964164083,0
12,319,0,Monthly,85.32733655431807,0
9,372,0,Yearly,106.02231006566318,0
10,202,7,Yearly,68.8881168536622,1
58,316,4,Monthly,115.43148684701788,1
44,190,0,Monthly,74.41165036494003,0
17,301,4,Monthly,97.19816208322123,1
38,380,4,Monthly,114.93141950316866,1
7,291,6,Yearly,85.34024431214921,1
46,38,0,Yearly,48.98587768126696,0
13,158,2,Yearly,59.404445323410485,0
40,276,3,Monthly,96.68563676059702,0
42,305,1,Yearly,87.90034533998289,0
9,20,4,Monthly,31.412240623274155,1
50,173,5,Monthly,89.42670730861042,1
27,122,5,Monthly,60.59890129495979,1
58,196,3,Monthly,83.41145875555131,0
2,304,5,Monthly,85.04980783076945,1
5,241,2,Monthly,75.9974026508667,0
29,236,5,Yearly,84.26233258095193,1
37,319,1,Monthly,101.9293644678498,0
38,107,1,Yearly,59.18925387088035,0
19,64,4,Yearly,41.068451223165965,1
8,120,0,Monthly,51.48888450505606,0
48,161,6,Monthly,69.16438002470186,1
45,255,2,Monthly,91.64063419572297,0
1,415,4,Yearly,111.47804911505474,1
22,78,2,Monthly,54.77097633288588,0
52,321,0,Yearly,102.80926456099168,0
17,298,7,Monthly,82.44293194368196,1
7,259,5,Monthly,73.94689710236032,1
25,45,5,Yearly,45.96294758557176,1
45,248,6,Yearly,82.96262822973505,1
4,157,0,Monthly,53.125956825412615,0
36,476,4,Yearly,130.82910421710176,1
6,236,6,Yearly,76.82982337142617,1
31,253,0,Yearly,77.71545763015372,0
19,346,3,Yearly,99.16270307746812,0
44,455,1,Yearly,131.03195281325702,0
54,374,6,Monthly,129.14899463138644,1
39,491,6,Monthly,140.68826323176623,1
27,210,4,Yearly,72.57092170371132,1
10,163,2,Monthly,61.86693221664541,0
26,459,3,Monthly,122.85585573345716,0
19,82,4,Yearly,50.89664855619878,1
39,210,0,Monthly,80.31461504557211,0
3,305,0,Yearly,87.77333289384381,0
45,26,0,Yearly,49.88040977563625,0
13,138,7,Monthly,70.40245540345711,1
50,226,0,Yearly,89.93551997291998,0
28,70,2,Yearly,49.91431145810724,0
58,436,3,Yearly,133.80287629142032,0
20,113,5,Yearly,52.6134267037739,1
28,51,1,Yearly,30.6908243292528,0
8,34,2,Monthly,33.12792008270516,0
41,48,2,Monthly,56.81437106474706,0
39,300,7,Yearly,101.48315002299675,1
1,140,5,Yearly,41.93069271011312,1
3,238,5,Monthly,65.09106423645498,1
13,117,1,Yearly,37.74903936421865,0
28,181,1,Monthly,75.09462003432712,0
57,444,5,Yearly,132.2674335364521,1
49,487,0,Yearly,141.75645704893887,0
25,111,2,Yearly,53.9313121383639,0
56,363,4,Yearly,128.03863517829134,1
33,21,1,Yearly,41.1264065898287,0
38,284,7,Yearly,99.84446460053006,1
53,110,7,Yearly,71.23231882073831,1
6,53,1,Monthly,40.397057099807,0
58,452,5,Monthly,138.20438152748522,1
44,314,3,Monthly,114.1480766525226,0
45,454,4,Yearly,123.37168921800344,1
32,26,4,Yearly,45.48736749000618,1
45,339,1,Yearly,105.96690195667934,0
47,66,0,Yearly,54.23625223610024,0
21,320,3,Yearly,97.34707133450516,0
16,312,4,Yearly,93.20701024923872,1
54,21,1,Yearly,54.23214006845036,0
21,327,7,Monthly,88.96921027947381,1
11,89,4,Yearly,50.5451511563962,1
37,225,6,Monthly,78.99676440886162,1
36,348,3,Monthly,103.76356454887402,0
35,273,3,Yearly,95.28948369083412,0
19,488,6,Yearly,125.6663941261938,1
20,158,2,Monthly,63.141304202812464,0
57,90,7,Monthly,55.71699651683606,1
18,224,6,Yearly,75.22162224759617,1
47,494,5,Yearly,143.3891593975611,1
41,383,5,Monthly,114.5507073111786,1
49,473,1,Yearly,128.7296202011761,0
14,207,3,Yearly,67.33595869259199,0
15,209,2,Yearly,69.11313070100695,0
31,34,2,Monthly,40.46385504834752,0
1,475,4,Monthly,106.31912767783751,1
53,98,4,Monthly,74.07367003658457,1
54,277,6,Yearly,99.20569236027814,1
54,152,2,Yearly,76.2889766853855,0
3,68,6,Monthly,23.05262839390855,1
16,419,7,Monthly,119.77427674349104,1
23,498,6,Monthly,128.76725034132974,1
57,374,4,Yearly,123.792314085371,1
11,35,3,Monthly,38.10368722408326,0
12,56,6,Monthly,33.81847897641687,1
10,297,0,Yearly,89.21622493693273,0
32,275,3,Yearly,80.69337272029429,0
16,25,2,Yearly,35.754933287856566,0
8,208,2,Monthly,73.46121083259825,0
38,410,6,Yearly,118.09791576390984,1
12,416,3,Yearly,114.794408101492,0
24,291,4,Monthly,99.36961326096892,1
28,478,4,Yearly,128.32579080972994,1
53,95,5,Monthly,63.812358570750696,1
8,259,2,Monthly,71.30853127083849,0
58,400,1,Yearly,126.45134922407432,0
28,279,5,Yearly,85.72320054863691,1
36,344,4,Yearly,102.30444450786386,1
26,126,3,Yearly,64.19417648355679,0
8,16,7,Yearly,23.2503698735587,1
58,146,4,Yearly,79.49260957359812,1
50,380,3,Monthly,121.1911671760812,0
28,185,5,Monthly,78.49047281285561,1
28,337,2,Yearly,98.88421883972494,0
37,324,4,Monthly,105.2057402332716,1
41,224,6,Yearly,89.25534851138056,1
36,486,3,Monthly,142.64874803660288,0
27,91,2,Monthly,49.11123327477367,0
54,232,7,Monthly,90.3105376563381,1
17,487,7,Yearly,120.59109473019974,1
9,381,1,Monthly,111.8814981042412,0
33,432,3,Yearly,129.82236219090194,0
53,492,5,Monthly,144.6889930284398,1
20,411,1,Monthly,121.85719575563527,0
13,452,1,Monthly,116.39068302817172,0
28,499,0,Monthly,137.42205235716767,0
48,112,4,Monthly,66.4508595086136,1
29,282,3,Yearly,92.88902725875236,0
13,23,1,Yearly,32.55880721266774,0
46,168,0,Monthly,74.47507313311675,0
35,161,5,Monthly,75.16249269042677,1
6,492,2,Monthly,124.9797620884195,0
18,117,6,Monthly,57.5384729675074,1
51,197,6,Yearly,86.50113592749673,1
5,310,3,Monthly,79.96715059111433,0
47,107,1,Yearly,73.44693033278851,0
25,140,6,Monthly,59.18721883216287,1
2,302,4,Yearly,83.22033514284207,1
10,180,6,Monthly,64.17690679411135,1
56,433,6,Monthly,136.3871085810881,1
30,483,6,Yearly,136.1770851061514,1
50,192,7,Monthly,88.7668896115825,1
59,480,0,Monthly,144.37583248476375,0
45,373,1,Monthly,125.22733670977824,0
5,48,4,Yearly,30.76548222919368,1
55,24,1,Monthly,53.98374524440394,0
56,385,7,Monthly,123.06160908197884,1
33,13,3,Yearly,35.73263238674605,0
54,358,3,Yearly,123.82095544395432,0
1,479,3,Yearly,131.90948448713024,0
18,418,5,Monthly,110.79120055839844,1
32,406,6,Monthly,123.2766078733904,1
47,219,5,Monthly,85.67044343649904,1
49,170,0,Yearly,78.44757511571997,0
11,25,3,Monthly,39.28791886115836,0
21,435,7,Monthly,112.13232357462348,1
26,117,4,Yearly,49.7092046568844,1
25,391,1,Yearly,110.26400675618426,0
22,459,6,Yearly,126.11828013968838,1
59,320,2,Yearly,115.8183328584044,0
27,236,4,Yearly,82.50339587846499,1
49,179,6,Monthly,80.4706599075579,1
13,43,5,Yearly,39.0327001349196,1
33,423,5,Monthly,106.53163778977516,1
34,260,4,Monthly,85.2459734745613,1
41,256,5,Yearly,91.23193795358276,1
35,278,3,Yearly,96.62267399551254,0
1,150,0,Yearly,57.94882570034283,0
21,283,1,Monthly,82.67450145916429,0
48,425,0,Yearly,136.28539312768282,0
55,105,6,Yearly,66.23719165399318,1
6,236,1,Yearly,69.55045108509657,0
28,388,7,Yearly,114.50716259398808,1
17,48,1,Yearly,37.08381960346614,0
5,311,0,Monthly,90.2505880333316,0
31,38,4,Monthly,41.07697927443428,1
5,455,1,Monthly,111.55232504359832,0
38,486,7,Yearly,141.45989977104665,1
3,327,7,Yearly,83.08437805866171,1
53,254,7,Yearly,98.54464547658333,1
23,245,0,Monthly,72.19758666153088,0
37,194,1,Yearly,86.39819676030596,0
53,281,2,Yearly,108.73275968118388,0
37,449,4,Yearly,142.05053599790378,1
10,245,3,Monthly,80.69181865723192,0
10,248,1,Yearly,68.95174885199759,0
19,386,7,Monthly,110.04324930080296,1
17,275,2,Yearly,78.90995618889097,0
21,423,3,Monthly,122.9901875352655,0
14,418,3,Monthly,105.09429856011216,0
9,368,6,Monthly,92.35422557880102,1
46,349,1,Yearly,104.75094273151656,0
1,398,0,Yearly,97.658100893685,0
51,74,1,Monthly,56.85261087608214,0
45,487,2,Monthly,133.59175447080366,0
13,186,3,Yearly,73.64904552121763,0
4,12,1,Yearly,27.049403481933226,0
1,438,0,Monthly,110.16117269928355,0
49,151,6,Yearly,82.64582209623964,1
40,385,1,Yearly,118.28128896021468,0
32,167,4,Yearly,65.6565989924743,1
34,333,6,Yearly,95.09895128741172,1
28,155,0,Monthly,60.974713038282985,0
31,455,2,Yearly,134.0270780025423,0
8,302,3,Yearly,78.1233194215692,0
39,162,1,Monthly,73.66563618998939,0
26,441,0,Monthly,126.3696257154278,0
58,202,6,Yearly,90.82672420221628,1
34,446,4,Yearly,128.19491664395292,1
54,472,0,Yearly,144.67801956436713,0
54,82,5,Yearly,65.29640435911325,1
3,408,7,Monthly,111.14537086236642,1
59,314,4,Monthly,107.09854135886197,1
50,386,6,Monthly,123.40212438419393,1
12,353,2,Yearly,87.50879783001427,0
1,461,3,Yearly,102.33126906406731,0
54,149,6,Yearly,76.39164484574007,1
44,196,7,Yearly,83.91689784472379,1
5,302,2,Monthly,91.05333888618784,0
30,70,1,Monthly,61.09895866505232,0
30,494,0,Yearly,140.3993033533274,0
59,436,5,Monthly,140.33582872199014,1
57,389,4,Yearly,127.0998242788691,1
17,207,4,Yearly,62.24385968408312,1
48,304,0,Monthly,104.06981697129102,0
47,449,5,Yearly,139.75188375629114,1
